repo_url,timestamp,comment,n_additions,n_deletions,changes,n_passed,n_run,tests_passed
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-15T20:46:16Z,Initial commit,556,0,556,0,8,0.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-21T23:24:38Z,"both replace functions, remove, and quit",69,4,73,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-21T23:41:11Z,print reverse,10,1,11,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-22T07:39:02Z,fixing replace single,77,35,112,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-23T01:05:20Z,fixing a couple things,60,59,119,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-23T01:35:14Z,finishing touches,5,11,16,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-23T01:36:36Z,Update README.md,2,2,4,0,0,-1.0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-23T01:36:59Z,Update README.md,1,1,2,0,0,-1.0
7beb495bcc3a600414f6a4eb629b35de,2019-10-20T17:19:47Z,Final post,163,50,213,8,8,1.0
7beb495bcc3a600414f6a4eb629b35de,2019-10-12T19:10:50Z,Initial commit,556,0,556,0,8,0.0
7beb495bcc3a600414f6a4eb629b35de,2019-10-15T17:18:08Z,Dude perfect,58,1,59,0,8,0.0
5d9c0740a0a3db49fe9d8389d137fce7,2019-10-15T20:54:42Z,Initial commit,556,0,556,0,8,0.0
5d9c0740a0a3db49fe9d8389d137fce7,2019-10-15T21:41:10Z,Updated README & started main{},23,5,28,0,0,-1.0
5d9c0740a0a3db49fe9d8389d137fce7,2019-10-18T23:44:03Z,"Finished validateOccurence & replaceSingle methods, tweaked remove method to allow for removing multiple instanses of target character, added comments.",381,152,533,0,0,-1.0
5d9c0740a0a3db49fe9d8389d137fce7,2019-10-22T21:06:19Z,"Test, trying to fix gradle problem",2,2,4,0,0,-1.0
73c4995d4257ff5930155d27c490bf89,2019-10-11T04:26:37Z,Update StringManipulator.java\n\nFixed implementation of replaceSingle,7,13,20,8,8,1.0
73c4995d4257ff5930155d27c490bf89,2019-10-10T23:11:03Z,Initial commit,556,0,556,0,8,0.0
73c4995d4257ff5930155d27c490bf89,2019-10-10T23:58:49Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab3-jared-wingerson,3,1,4,0,0,-1.0
428ad48af0fac7a755cff0d156eb035d,2019-10-23T02:23:10Z,Initial commit,556,0,556,0,8,0.0
428ad48af0fac7a755cff0d156eb035d,2019-10-23T06:21:28Z,Updated read me. Completed StringManipulator class.,138,20,158,0,0,-1.0
4df45a49c279f0c904a47c9b56aab594,2019-10-21T21:26:18Z,"finished code, one added method\n\nThe code for lab 3 tested with various user inputs, built with the given methods as well as one additional one.",191,61,252,8,8,1.0
4df45a49c279f0c904a47c9b56aab594,2019-10-21T21:27:56Z,updated information,2,2,4,8,8,1.0
4df45a49c279f0c904a47c9b56aab594,2019-10-12T19:22:50Z,Initial commit,556,0,556,0,8,0.0
83ce75c8e9f5c71bb15eafbadc438d27,2019-10-21T21:37:08Z,Initial commit,556,0,556,0,8,0.0
83ce75c8e9f5c71bb15eafbadc438d27,2019-10-22T21:53:16Z,finished,54,21,75,0,0,-1.0
b39ea2bd58f2a1747379ef82927deff9,2019-10-11T18:43:59Z,"Finished all functionalities, program matches all sample inputs and outputs in Lab 3 documentation",132,21,153,8,8,1.0
b39ea2bd58f2a1747379ef82927deff9,2019-10-10T20:52:06Z,Initial commit,556,0,556,0,8,0.0
091633e9804b6182ca9fad8dd4e90f17,2019-10-15T22:54:31Z,"Set up while loop to ask for commands, and coded the following methods: validateString, validateStringContainsChar, printReverse, remove",65,34,99,1,8,0.125
dd9938adb083be8cd57d87a010c3c408,2019-10-21T22:20:25Z,Fixed errors travis was giving,4,2,6,8,8,1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-21T23:05:41Z,"Fixed bugs,completed error statments for user error, fixed validateString Contains Char",26,36,62,8,8,1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-22T05:07:40Z,"Fixed bugs implmented use of inputing space, completed lab 3",30,15,45,8,8,1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-15T00:08:39Z,Initial commit,556,0,556,0,8,0.0
dd9938adb083be8cd57d87a010c3c408,2019-10-15T02:43:41Z,"Began working on lab, started making methods",70,8,78,0,0,-1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-17T02:07:00Z,Completed Replace all method and some others.,34,20,54,0,0,-1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-21T04:50:57Z,Updated replace all method,68,7,75,0,0,-1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-21T05:18:01Z,Completed validate occurance,26,22,48,0,0,-1.0
dd9938adb083be8cd57d87a010c3c408,2019-10-21T06:02:18Z,Began finalizing code and debugging,34,14,48,5,8,0.625
dd9938adb083be8cd57d87a010c3c408,2019-10-21T07:00:57Z,"Began finalizing code, code is full functioning for replace all and print reverse",14,6,20,6,8,0.75
dd9938adb083be8cd57d87a010c3c408,2019-10-21T21:59:28Z,Completed main method only minor bugs left to fix,82,20,102,6,8,0.75
129cef1f16c24617e57669583ddd0276,2019-10-22T17:34:39Z,still testing,13,9,22,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T18:05:37Z,lab completed,22,69,91,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T18:07:41Z,Update README.md,2,2,4,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T18:09:04Z,Update README.md,2,0,2,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T18:10:02Z,Update README.md,1,1,2,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T20:04:42Z,Update StringManipulator.java,0,3,3,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-22T20:12:20Z,lab completed,1,0,1,8,8,1.0
129cef1f16c24617e57669583ddd0276,2019-10-10T20:55:09Z,Initial commit,556,0,556,0,8,0.0
129cef1f16c24617e57669583ddd0276,2019-10-15T18:08:20Z,Still in progress,53,11,64,0,0,-1.0
129cef1f16c24617e57669583ddd0276,2019-10-16T23:49:03Z,Work in progress,3,3,6,2,8,0.25
129cef1f16c24617e57669583ddd0276,2019-10-17T18:53:20Z,"finished with most methods, need to finish main method",66,24,90,5,8,0.625
129cef1f16c24617e57669583ddd0276,2019-10-22T02:31:41Z,"Almost finished, need to test",141,53,194,7,8,0.875
129cef1f16c24617e57669583ddd0276,2019-10-22T02:51:36Z,almost there,6,3,9,7,8,0.875
54d0da563083cb80d3bf7c39cc202c19,2019-10-23T00:26:32Z,Update README.md,2,2,4,8,8,1.0
5a33419dfcf1ebd3491f525104c9594f,2019-10-11T02:16:18Z,The fully functional class,135,16,151,8,8,1.0
5a33419dfcf1ebd3491f525104c9594f,2019-10-11T02:29:03Z,Added better comments,27,2,29,8,8,1.0
5a33419dfcf1ebd3491f525104c9594f,2019-10-10T22:08:21Z,Initial commit,556,0,556,0,8,0.0
cc6b9e559cbc857dd4e8abacde70c7ce,2019-10-14T21:12:30Z,Initial commit,556,0,556,0,8,0.0
cc6b9e559cbc857dd4e8abacde70c7ce,2019-10-14T22:49:47Z,initial changes to user interaction in main,29,1,30,0,8,0.0
cc6b9e559cbc857dd4e8abacde70c7ce,2019-10-23T06:41:07Z,Update StringManipulator.java\n\nsubpar final draft,56,16,72,0,0,-1.0
cc6b9e559cbc857dd4e8abacde70c7ce,2019-10-23T06:47:36Z,"Update StringManipulator.java\n\nsome comments added, still subsubpar though",9,2,11,1,8,0.125
a1be932b5e97f9b64ba7666d4d174ccf,2019-10-12T00:11:36Z,"All methods working, prompts user for input",243,116,359,8,8,1.0
a1be932b5e97f9b64ba7666d4d174ccf,2019-10-10T16:47:49Z,Initial commit,556,0,556,0,8,0.0
a1be932b5e97f9b64ba7666d4d174ccf,2019-10-11T22:58:14Z,"All methods working, user is prompted for input",599,472,1071,0,0,-1.0
a1be932b5e97f9b64ba7666d4d174ccf,2019-10-11T23:13:45Z,attempt to fix Travis-CI issue,19,0,19,0,0,-1.0
1750d74f9223de4e874a177a24f09ad3,2019-10-21T18:13:07Z,Initial commit,556,0,556,0,8,0.0
70f9629dde3b7d689f00442c96aa44cb,2019-10-15T21:18:55Z,Quick little edit,43,29,72,0,0,-1.0
70f9629dde3b7d689f00442c96aa44cb,2019-10-22T22:53:46Z,"Not finished, will be late ):",117,26,143,0,0,-1.0
70f9629dde3b7d689f00442c96aa44cb,2019-10-22T22:54:38Z,"Not finished, will be late",6,1,7,0,0,-1.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-22T06:36:03Z,"Finished fleshing methods, added several custom\n\nadded logic under main, added commenting throughout",276,94,370,8,8,1.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-23T06:49:24Z,tidied comments,4,13,17,8,8,1.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-23T07:06:57Z,added catch,12,3,15,8,8,1.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-25T19:40:39Z,updated readme,2,2,4,8,8,1.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-15T20:59:06Z,Initial commit,556,0,556,0,8,0.0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-15T22:06:54Z,"developed first two methods, tested first, added and began development of user interface",48,5,53,0,8,0.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T18:01:01Z,Update StringManipulator.java\n\nchanged validateoccurance,2,2,4,8,8,1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T18:06:36Z,Update README.md,2,2,4,8,8,1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T18:09:54Z,Update README.md\n\nAdded travis passing image,1,0,1,8,8,1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T18:13:54Z,Update StringManipulator.java\n\nAdded extra sentences to the System.out.println's to make them more informative.,8,13,21,8,8,1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T18:17:43Z,Update StringManipulator.java\n\nAdded some more comments,5,5,10,8,8,1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-21T17:18:31Z,Initial commit,556,0,556,0,8,0.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-21T19:27:43Z,Update StringManipulator.java\n\nUnsure on how to add some of the methods for now,89,22,111,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-21T19:38:31Z,Update StringManipulator.java,9,4,13,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T04:26:25Z,Updated the java\n\nStill have to fix issues where error code double inputs and how to save that string to continue to manipulate it.,84,104,188,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T04:36:01Z,Update StringManipulator.java\n\nadded comments to explain each method,13,7,20,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T17:43:04Z,Update StringManipulator.java\n\nmoved original string out of while loop,5,1,6,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T17:49:58Z,Update StringManipulator.java\n\nadded a default,4,1,5,0,0,-1.0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-22T17:54:25Z,Update StringManipulator.java\n\nremoved package,1,1,2,5,8,0.625
331e4e97f405186e1eda9fa1398dc693,2019-10-21T21:40:20Z,Finished the replace single method & the remove method. Am intending on running it through Travis now.,32,15,47,8,8,1.0
331e4e97f405186e1eda9fa1398dc693,2019-10-21T21:48:05Z,Update README.md,4,2,6,8,8,1.0
331e4e97f405186e1eda9fa1398dc693,2019-10-14T22:53:10Z,"Began the shell of the main method, which will ask the user for a sentence, and then eventually allow them to chose from five function to apply to the original entry. Began work on the Replace Single method & the validate string method.",59,9,68,0,8,0.0
331e4e97f405186e1eda9fa1398dc693,2019-10-15T19:50:29Z,Added a switch-case in place of an if-else in main.,36,7,43,0,8,0.0
331e4e97f405186e1eda9fa1398dc693,2019-10-16T18:01:23Z,Formed the printReverse function so it will print the entered string in reverse.,28,13,41,0,8,0.0
331e4e97f405186e1eda9fa1398dc693,2019-10-16T18:04:57Z,No major changes - just making sure gitHub is synced in case.,1,1,2,0,8,0.0
331e4e97f405186e1eda9fa1398dc693,2019-10-17T17:46:39Z,Adding a loop so the program will continue to ask for the user to choose a modifier to perform - not done working on this. Will come back after class to work on it; note: does not compile at the moment.,35,21,56,0,0,-1.0
331e4e97f405186e1eda9fa1398dc693,2019-10-17T19:54:41Z,Created the validateStringContainsChar method; made it so that the program will continue to ask the user to chose a function until they quit.,43,27,70,0,8,0.0
331e4e97f405186e1eda9fa1398dc693,2019-10-19T22:53:01Z,"Worked on & completed replace all, worked on replace single; to be completed.",40,13,53,2,8,0.25
331e4e97f405186e1eda9fa1398dc693,2019-10-20T17:22:09Z,Tried working on the Replace All & Replace Single functions. Made everything worse. Will return soon.,17,7,24,2,8,0.25
331e4e97f405186e1eda9fa1398dc693,2019-10-21T17:37:11Z,"Worked on teh validateOccurance method - still need to debug it because it is not increasing the integer that keeps track of the total occurance, but it is coming together well.",52,27,79,2,8,0.25
e07d7c4f0a1c99deac8beabec8a28870,2019-10-17T03:17:06Z,All methods have passed every test I have tried,88,36,124,8,8,1.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-17T03:38:29Z,Changed print reverse to be able to return a String so the reverse would be saved as the str for continued manipulation,11,7,18,8,8,1.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-17T21:08:43Z,Returned printReverse to return void and added an error statement to replaceSingle if the occurance does not exist,6,3,9,8,8,1.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-21T22:54:20Z,Fixed issue where replace single could only go up to occurance 9,1,1,2,8,8,1.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-14T20:45:25Z,Initial commit,556,0,556,0,8,0.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-14T22:09:59Z,All methods except main are written but untested,67,14,81,0,0,-1.0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-14T22:40:38Z,All methods are written but untested,42,1,43,0,0,-1.0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-17T00:58:14Z,"Finished program, implemented replaceSingle, remove & validateOccurrance",62,15,77,8,8,1.0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-17T01:00:00Z,Update README.md\n\nAdded Travis badge,2,0,2,8,8,1.0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-14T17:47:30Z,Created initial main method and validation system,28,11,39,0,8,0.0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-14T22:06:52Z,"Finished print reverse, began work on replace all & char validation",56,8,64,0,8,0.0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-15T05:35:50Z,Fully implemented replaceAll and validateString,23,8,31,2,8,0.25
4171ef5bc8e29b6d2332c1625390f88a,2019-10-15T05:37:38Z,Edited readme,2,2,4,2,8,0.25
df8d231c77875ff9b94cd77c925b458f,2019-10-15T17:22:03Z,Finished all functions for testing,55,42,97,8,8,1.0
df8d231c77875ff9b94cd77c925b458f,2019-10-19T21:58:26Z,Finished code and comments,75,45,120,8,8,1.0
df8d231c77875ff9b94cd77c925b458f,2019-10-19T22:03:04Z,Update README.md,2,2,4,8,8,1.0
df8d231c77875ff9b94cd77c925b458f,2019-10-19T22:03:18Z,Update README.md,1,0,1,8,8,1.0
df8d231c77875ff9b94cd77c925b458f,2019-10-11T20:33:58Z,Initial commit,556,0,556,0,8,0.0
df8d231c77875ff9b94cd77c925b458f,2019-10-15T15:38:12Z,Started lab3 and created some methods,149,13,162,7,8,0.875
06a041e8bd26b675591084a99baccce8,2019-10-13T23:43:57Z,Initial commit,556,0,556,0,8,0.0
06a041e8bd26b675591084a99baccce8,2019-10-15T18:24:18Z,updated README and first commit of StringManipulator,190,113,303,6,8,0.75
06a041e8bd26b675591084a99baccce8,2019-10-15T20:11:08Z,Optimized main by adding method isValid,18,25,43,6,8,0.75
b9ba448db8a808a468b06ab576c1d0c4,2019-10-19T18:51:07Z,"Added remove method, program is functioning as designed. Need to code in error messages and comments",48,42,90,8,8,1.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-22T06:27:16Z,Final Commit,24,44,68,8,8,1.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-22T06:28:14Z,Update README.md,2,2,4,8,8,1.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-23T07:03:13Z,Update README.md,2,0,2,8,8,1.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-23T07:03:40Z,Update README.md,1,1,2,8,8,1.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-14T20:22:43Z,Initial commit,556,0,556,0,8,0.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-15T07:17:55Z,"First Commit, started work on main method and print reverse",31,1,32,0,8,0.0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-15T22:34:12Z,"Almost all methods are in working form, with remove being the one exception",190,130,320,7,8,0.875
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-24T00:50:53Z,made some changes to print statements and fixed an array index error,21,19,40,8,8,1.0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-20T22:14:07Z,Initial commit,556,0,556,0,8,0.0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-20T23:59:09Z,began writing in main method and defining methods,67,7,74,0,0,-1.0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-22T00:43:00Z,started coding methods. missing a curley bracket somewhere and its really angry,54,37,91,0,0,-1.0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-22T23:02:41Z,changed some variables to static. began coding replaceAll method. fixed an error with curly brackets in main method.,67,47,114,0,0,-1.0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-23T06:57:20Z,"got all the functions to work, not compeletly done yet. still need to add recognization for different capitalizations",158,49,207,3,8,0.375
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-24T00:11:27Z,"added a lot of comments, fixed some duplicate variables, still trying to fix while loop.",60,33,93,5,8,0.625
09cba3366459c29340b759597bfa0554,2019-10-21T23:01:45Z,changed -2 to -1,1,1,2,8,8,1.0
09cba3366459c29340b759597bfa0554,2019-10-21T23:03:50Z,Update README.md,1,1,2,8,8,1.0
09cba3366459c29340b759597bfa0554,2019-10-14T20:57:29Z,Initial commit,556,0,556,0,8,0.0
09cba3366459c29340b759597bfa0554,2019-10-14T21:21:11Z,Update README.md,3,2,5,0,8,0.0
09cba3366459c29340b759597bfa0554,2019-10-14T21:23:28Z,Update README.md,1,1,2,0,8,0.0
09cba3366459c29340b759597bfa0554,2019-10-21T22:46:53Z,Fixed the command loop and made the changes to the string build on each other.,34,21,55,7,8,0.875
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-18T00:20:18Z,deleted my duplicate,0,162,162,8,8,1.0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-18T00:46:48Z,edit remove method,5,3,8,8,8,1.0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-20T17:35:22Z, edit lab 3,4,2,6,8,8,1.0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-15T03:08:09Z,Initial commit,556,0,556,0,8,0.0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-17T23:52:46Z,complette lab3 and update readme,318,26,344,0,0,-1.0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-18T00:13:59Z,complete string mamipulator,2,14,16,0,0,-1.0
ea308ea0677bfeb3524cdcc5fc91d77b,2019-10-23T04:28:55Z,Add files via upload,598,0,598,0,8,0.0
37287cbd89f5620365d58f192414c0ac,2019-10-22T05:13:59Z,Initial commit,556,0,556,0,8,0.0
37287cbd89f5620365d58f192414c0ac,2019-10-23T06:38:51Z,finished lab 3,163,0,163,0,8,0.0
37287cbd89f5620365d58f192414c0ac,2019-10-23T06:40:01Z,Update README.md,2,2,4,0,8,0.0
3ac43ffc9d7acc71b47cf740e12a4ea3,2019-10-23T01:59:07Z,Update StringManipulator.java,108,27,135,8,8,1.0
3ac43ffc9d7acc71b47cf740e12a4ea3,2019-10-23T02:35:11Z,Update StringManipulator.java,56,51,107,8,8,1.0
3ac43ffc9d7acc71b47cf740e12a4ea3,2019-10-19T23:22:51Z,Initial commit,556,0,556,0,8,0.0
3ac43ffc9d7acc71b47cf740e12a4ea3,2019-10-19T23:24:48Z,Update README.md,2,2,4,0,8,0.0
5c01112fb91a146b0534219868b45ca5,2019-10-16T00:33:03Z,Completed the lab,158,79,237,8,8,1.0
5c01112fb91a146b0534219868b45ca5,2019-10-15T20:47:20Z,Initial commit,556,0,556,0,8,0.0
941607f9a97dabbfffb745f1cd8f8f9b,2019-10-23T01:12:06Z,Initial commit,556,0,556,0,8,0.0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-15T05:00:08Z,I coded the methods and started the main method,142,9,151,8,8,1.0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-15T21:58:09Z,Worked on the main method,31,3,34,8,8,1.0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-22T03:49:15Z,added comments on what the methods do,26,90,116,8,8,1.0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-22T21:14:05Z,finished adding comments to code,8,8,16,8,8,1.0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-11T00:00:13Z,Initial commit,556,0,556,0,8,0.0
f01c6d2466ad35902d87f7a6cb81222f,2019-10-15T00:52:49Z,fixed code with comments,38,34,72,8,8,1.0
f01c6d2466ad35902d87f7a6cb81222f,2019-10-15T23:38:28Z,Update README.md,2,2,4,8,8,1.0
f01c6d2466ad35902d87f7a6cb81222f,2019-10-10T19:24:59Z,Initial commit,556,0,556,0,8,0.0
f01c6d2466ad35902d87f7a6cb81222f,2019-10-14T02:57:23Z,finished methods Test 1,99,14,113,7,8,0.875
58a7692e3048795a83eccd80ac7d5f1a,2019-10-21T19:43:02Z,finished lab 3,139,19,158,8,8,1.0
58a7692e3048795a83eccd80ac7d5f1a,2019-10-21T19:46:09Z,Update README.md,2,2,4,8,8,1.0
58a7692e3048795a83eccd80ac7d5f1a,2019-10-13T20:17:53Z,Initial commit,556,0,556,0,8,0.0
a93362a1315bb7aa7bedab876784604b,2019-10-14T20:08:24Z,Attempted to fix OutOfBoundsException given by Travis CI,5,1,6,8,8,1.0
a93362a1315bb7aa7bedab876784604b,2019-10-15T02:53:14Z,Update README.md,2,0,2,8,8,1.0
a93362a1315bb7aa7bedab876784604b,2019-10-19T22:20:07Z,Updated validate occurance operation with full message,1,1,2,8,8,1.0
a93362a1315bb7aa7bedab876784604b,2019-10-22T02:44:24Z,Fixed issue where program prompted user for input and immediately deemed it invalid,11,2,13,8,8,1.0
a93362a1315bb7aa7bedab876784604b,2019-10-22T02:58:58Z,Verified that program output exactly matches that given in the appendix,17,2,19,8,8,1.0
a93362a1315bb7aa7bedab876784604b,2019-10-10T16:29:57Z,Initial commit,556,0,556,0,8,0.0
a93362a1315bb7aa7bedab876784604b,2019-10-10T17:27:24Z,"Basic input structure, print reverse and quit working correctly",43,7,50,0,8,0.0
a93362a1315bb7aa7bedab876784604b,2019-10-10T17:41:25Z,Update README.md,2,2,4,0,8,0.0
a93362a1315bb7aa7bedab876784604b,2019-10-10T17:52:36Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab3-houldij,2,2,4,0,8,0.0
a93362a1315bb7aa7bedab876784604b,2019-10-11T20:33:15Z,Added validateOccurance and validateString methods,24,9,33,2,8,0.25
a93362a1315bb7aa7bedab876784604b,2019-10-11T21:24:20Z,"Made operation input case-insensitive, added check for valid operation entered, added goodbye message on quit entered",26,6,32,2,8,0.25
a93362a1315bb7aa7bedab876784604b,2019-10-12T23:18:47Z,Fixed return value of replaceAll,38,22,60,4,8,0.5
a93362a1315bb7aa7bedab876784604b,2019-10-13T20:29:46Z,All methods and inputs appear to be working correctly except replace single,40,39,79,5,8,0.625
a93362a1315bb7aa7bedab876784604b,2019-10-14T04:39:32Z,"Added more comments, got replace single command mostly working, cleaned up syntax",32,6,38,7,8,0.875
0d8c891b22f60e5486e69650010a49a4,2019-10-18T23:35:59Z,Fixed replaceSingle,2,2,4,8,8,1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-19T22:39:19Z,Added comments to methods,29,2,31,8,8,1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-19T22:42:09Z,Update README.md,4,2,6,8,8,1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-20T02:42:39Z,Added continous loop until 'quit' input,21,5,26,8,8,1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-20T02:44:41Z,Update README.md,1,0,1,8,8,1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-10T15:27:09Z,Initial commit,556,0,556,0,8,0.0
0d8c891b22f60e5486e69650010a49a4,2019-10-10T16:26:36Z,added 6/7 methods,121,11,132,1,8,0.125
0d8c891b22f60e5486e69650010a49a4,2019-10-15T17:57:18Z,worked on replaceSingle and validateOccurance,86,40,126,0,0,-1.0
0d8c891b22f60e5486e69650010a49a4,2019-10-16T03:24:07Z,worked replaceSingle,18,15,33,4,8,0.5
0d8c891b22f60e5486e69650010a49a4,2019-10-18T05:34:41Z,"replaceSingle replaces first instance, not other instances",9,8,17,6,8,0.75
f2df080f36e245a20c139257dccb0bb2,2019-10-22T05:18:26Z,finished lab 3,105,23,128,8,8,1.0
f2df080f36e245a20c139257dccb0bb2,2019-10-15T17:02:46Z,Initial commit,556,0,556,0,8,0.0
f2df080f36e245a20c139257dccb0bb2,2019-10-15T18:07:46Z,began lab 3 framework,39,2,41,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-11T20:18:05Z,Initial commit,556,0,556,0,8,0.0
76380b45a0c2180f9055515599c0565d,2019-10-12T00:39:02Z,first push. NOT FINISHED,43,3,46,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-14T03:30:19Z,Not finished. Transfering from work computer,99,41,140,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-19T01:27:28Z,Seccond commit. Still not done...,67,19,86,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-21T03:52:39Z,SENDING FROM MY WORK COMPUTER> WILL FINISH AT HOME,55,76,131,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-22T03:59:44Z,Almost done...,22,14,36,0,0,-1.0
76380b45a0c2180f9055515599c0565d,2019-10-22T21:17:27Z,1st Travis try. Few bugs,184,188,372,6,8,0.75
76380b45a0c2180f9055515599c0565d,2019-10-23T01:37:42Z,Second try,21,14,35,6,8,0.75
76380b45a0c2180f9055515599c0565d,2019-10-23T02:39:21Z,Final Commit. Takes a user input as a string and manipulates it in 4 different ways,81,125,206,6,8,0.75
76380b45a0c2180f9055515599c0565d,2019-10-23T02:41:51Z,Update README.md,2,2,4,6,8,0.75
6a7268f361eb5b98fe1168295a93b325,2019-10-20T03:57:22Z,fixed return value for replaceSingle method,1,1,2,8,8,1.0
6a7268f361eb5b98fe1168295a93b325,2019-10-12T18:38:06Z,Initial commit,556,0,556,0,8,0.0
6a7268f361eb5b98fe1168295a93b325,2019-10-20T03:40:06Z,Wrote replaceSingle and validateStringContainsChar methods. Made it so commands will be accepted with or without capitalization and added comments into code.,69,16,85,0,0,-1.0
6a7268f361eb5b98fe1168295a93b325,2019-10-22T06:08:09Z,wrote validateOccurance method and fixed some logic errors. Added more comments,121,52,173,5,8,0.625
6a7268f361eb5b98fe1168295a93b325,2019-10-23T00:09:50Z,updated remove method,48,38,86,5,8,0.625
