round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,neuron_tuple,optimizer
100,23.113522566582564,0.5810810923576355,0.0750716667296894,0.989899,<function relu at 0x7f266b967bf8>,9,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[50, 25, 20],<class 'keras.optimizers.Nadam'>
200,17.973211825258097,0.6486486196517944,0.029249721434631153,0.989899,<function elu at 0x7f266b9679d8>,4,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[25, 20],<class 'keras.optimizers.Adam'>
200,27.99620953121701,0.5405405163764954,0.22750552696284057,0.94949496,<function elu at 0x7f266b9679d8>,8,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[20],<class 'keras.optimizers.Adam'>
200,23.53227435737043,0.6081081032752991,0.05158888601105597,0.989899,<function elu at 0x7f266b9679d8>,7,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[25, 20],<class 'keras.optimizers.Nadam'>
200,18.696681913005854,0.5810810923576355,0.05143695586697173,0.97979796,<function relu at 0x7f266b967bf8>,2,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,[25, 20],<class 'keras.optimizers.Adam'>
200,17.195958112542694,0.5945945978164673,0.05873293596581642,0.97979796,<function elu at 0x7f266b9679d8>,5,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[25, 20],<class 'keras.optimizers.Adam'>
200,19.694059380909074,0.5675675868988037,0.027975339273160153,1.0,<function relu at 0x7f266b967bf8>,9,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[20],<class 'keras.optimizers.Adam'>
100,28.89842228208009,0.5270270109176636,0.006627946745090038,1.0,<function elu at 0x7f266b9679d8>,2,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[20],<class 'keras.optimizers.Nadam'>
100,17.646992314547667,0.5945945978164673,0.5172487013253637,0.8787879,<function relu at 0x7f266b967bf8>,9,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[20],<class 'keras.optimizers.Nadam'>
100,12.609968090738562,0.5945945978164673,0.03403474245634344,1.0,<function relu at 0x7f266b967bf8>,4,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[25, 20],<class 'keras.optimizers.Adam'>
100,24.98120932963497,0.6351351141929626,0.8454694918780229,0.83838385,<function relu at 0x7f266b967bf8>,4,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[20],<class 'keras.optimizers.Adam'>
100,11.80308947656807,0.5945945978164673,0.1290902216496026,0.959596,<function elu at 0x7f266b9679d8>,8,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[50, 25, 20],<class 'keras.optimizers.Nadam'>
100,22.50433862313045,0.5540540814399719,0.03509254432247697,0.989899,<function elu at 0x7f266b9679d8>,5,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[25, 20],<class 'keras.optimizers.Adam'>
200,45.833757246031446,0.5540540814399719,0.010034000806613135,1.0,<function relu at 0x7f266b967bf8>,4,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[50, 25, 20],<class 'keras.optimizers.Nadam'>
200,16.300548566679936,0.5540540814399719,0.10192009565431326,0.959596,<function elu at 0x7f266b9679d8>,4,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[25, 20],<class 'keras.optimizers.Adam'>
200,17.69446226229539,0.6081081032752991,0.0642285681523436,0.97979796,<function elu at 0x7f266b9679d8>,7,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,[25, 20],<class 'keras.optimizers.Nadam'>
200,27.064091998177606,0.5540540814399719,0.0658963804122257,0.97979796,<function relu at 0x7f266b967bf8>,7,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[25, 20],<class 'keras.optimizers.Adam'>
200,38.5688365261986,0.5540540814399719,0.004506850901414913,1.0,<function relu at 0x7f266b967bf8>,4,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[50, 25, 20],<class 'keras.optimizers.Adam'>
100,13.984727170016315,0.5405405163764954,0.08140089340282208,0.97979796,<function elu at 0x7f266b9679d8>,7,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[20],<class 'keras.optimizers.Nadam'>
100,16.435973094995965,0.5270270109176636,0.03824559382027671,0.969697,<function elu at 0x7f266b9679d8>,2,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[20],<class 'keras.optimizers.Nadam'>
100,22.52747704063077,0.5675675868988037,0.12220619100668101,0.94949496,<function relu at 0x7f266b967bf8>,6,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[20],<class 'keras.optimizers.Adam'>
200,27.080176374238984,0.5540540814399719,0.03474918860606315,0.989899,<function relu at 0x7f266b967bf8>,2,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[25, 20],<class 'keras.optimizers.Adam'>
200,16.300188119410652,0.5405405163764954,0.3904821141858878,0.8888889,<function relu at 0x7f266b967bf8>,3,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[20],<class 'keras.optimizers.Adam'>
200,16.757856937377035,0.5,0.01773393828574112,1.0,<function elu at 0x7f266b9679d8>,5,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,[25, 20],<class 'keras.optimizers.Nadam'>
100,6.067025669218891,0.6081081032752991,0.2685504029222736,0.85858583,<function relu at 0x7f266b967bf8>,3,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[50, 25, 20],<class 'keras.optimizers.Nadam'>
200,9.149692760881138,0.7027027010917664,0.04364144466252941,1.0,<function elu at 0x7f266b9679d8>,6,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[25, 20],<class 'keras.optimizers.Adam'>
100,20.468812757247203,0.6351351141929626,0.015125392516696675,1.0,<function elu at 0x7f266b9679d8>,6,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[50, 25, 20],<class 'keras.optimizers.Nadam'>
100,21.625660278869013,0.6081081032752991,0.01293064011577261,0.989899,<function elu at 0x7f266b9679d8>,6,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[50, 25, 20],<class 'keras.optimizers.Adam'>
100,17.28376030125494,0.5675675868988037,0.08026295637881214,0.969697,<function elu at 0x7f266b9679d8>,4,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[25, 20],<class 'keras.optimizers.Adam'>
200,32.83314849328905,0.5945945978164673,0.01563807098136749,1.0,<function relu at 0x7f266b967bf8>,9,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[25, 20],<class 'keras.optimizers.Nadam'>
100,18.254083996456266,0.5405405163764954,0.1270477594374666,0.969697,<function relu at 0x7f266b967bf8>,3,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[20],<class 'keras.optimizers.Nadam'>
200,8.743361650286493,0.5945945978164673,0.05835660116163769,0.989899,<function elu at 0x7f266b9679d8>,8,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,[50, 25, 20],<class 'keras.optimizers.Adam'>
100,7.412508270275351,0.6081081032752991,0.3053732617485403,0.8989899,<function elu at 0x7f266b9679d8>,5,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,[50, 25, 20],<class 'keras.optimizers.Adam'>
200,26.307793900773333,0.47297295928001404,0.014806210841015854,1.0,<function elu at 0x7f266b9679d8>,8,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[25, 20],<class 'keras.optimizers.Nadam'>
200,17.711375892437385,0.5945945978164673,0.020700315163594496,0.989899,<function relu at 0x7f266b967bf8>,3,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,[20],<class 'keras.optimizers.Nadam'>
100,11.41534369194729,0.5675675868988037,0.3479206702587279,0.90909094,<function elu at 0x7f266b9679d8>,9,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[20],<class 'keras.optimizers.Adam'>
100,15.82213498706717,0.6351351141929626,0.1760732262910372,0.9191919,<function elu at 0x7f266b9679d8>,4,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,[20],<class 'keras.optimizers.Adam'>
200,25.31894822861697,0.5945945978164673,0.04576338573914278,0.969697,<function elu at 0x7f266b9679d8>,5,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,[50, 25, 20],<class 'keras.optimizers.Adam'>
