repo_url,timestamp_fp,timestamp_sp,percent_passed,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14
ce16b4956de2a30c21bee05e59b9bcf6,2019-10-12T21:43:33Z,2019-10-17T23:41:21Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46eed3e009a3baefbff0f2882a1a1201,2019-10-13T21:31:42Z,2019-10-13T22:40:26Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a39528f9953bcc75b957e9b17f3a4ad,2019-10-18T01:34:45Z,2019-10-18T01:37:34Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75c61189aaff00dc25498d514aaaffdd,2019-10-15T16:57:51Z,2019-10-15T18:38:50Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321683acb42dd46a18b5c3725ff0bdf,2019-10-22T21:08:16Z,2019-10-23T03:08:36Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41c969c2f0ce0ba77d60d8fb49775edd,2019-10-11T21:56:44Z,2019-10-13T04:44:16Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60a8ad0cf4b2f20d301e95103e69f112,2019-10-16T23:09:46Z,2019-10-21T08:08:59Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b16ecd575b5c245cb6c7e17928e866ff,2019-10-20T17:14:54Z,2019-10-21T05:34:56Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f429b22038ef6163ef96d9927a43a6a,2019-10-16T22:53:57Z,2019-10-17T15:33:33Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-11T19:30:44Z,2019-10-20T05:42:54Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7d6a368d4d0843fbfa880bbf122be88,2019-10-22T06:45:04Z,2019-10-23T05:54:59Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25028ea294baf3115c304014052d2565,None,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54bab9f847684930cfa031631809e4f6,2019-10-13T22:56:20Z,2019-10-22T07:26:03Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-13T15:39:13Z,2019-10-16T17:59:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdeb5330ab9998974a302572a9803b02,2019-10-15T03:11:12Z,2019-10-15T17:42:45Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a66f0aef2a6f945e42bca47576da4f32,2019-10-20T17:09:23Z,2019-10-22T18:53:00Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167ae1caeee34b99a6a0e267ed17a25c,2019-10-12T20:09:33Z,2019-10-20T22:55:37Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52776719235779e065d5726c23ec311a,2019-10-10T21:57:53Z,2019-10-21T23:23:48Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1b47e9e49439cf663d2f532b6b2739d,2019-10-13T15:00:09Z,2019-10-13T16:22:48Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-13T17:37:18Z,2019-10-13T18:58:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67dc9282fcb6e66a2a42bfed53b51c74,2019-10-22T21:59:14Z,2019-10-23T02:22:57Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93564e1dde29c770cbbc47f54f1d8e0b,2019-10-20T01:14:34Z,2019-10-21T21:57:45Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385057e7fe2f92768a93f6c2dc98da1a,2019-10-15T01:51:37Z,2019-10-23T06:58:16Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6627c2192d17dbb16d03cef6b528047,2019-10-15T17:28:40Z,2019-10-18T07:00:28Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fbb301f9cfb0b85538cbc4bc3f41c3c,2019-10-11T20:13:35Z,2019-10-11T23:21:29Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60b7d9b554b6ec32856829a794b3d210,2019-10-17T18:04:43Z,2019-11-04T05:24:18Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cffe0597ee7726fc75089f9218770f1a,2019-10-13T15:02:12Z,2019-10-13T16:06:43Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a69f0cc027d72a35e96d9ee7f84da64a,2019-10-16T00:29:39Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a413cffc0d030846d74632fa1313f849,2019-10-12T03:22:21Z,2019-10-22T18:12:44Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2ddc5e4f7e28bf7a8d8584c87ddbca9,2019-11-01T01:06:14Z,2019-11-04T04:24:26Z,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50e4d54250543dc6e39b4268e07bb849,2019-11-04T04:07:30Z,2019-11-04T04:29:11Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eefc83d51faa3ebdf48e25bdedaee3b,2019-11-03T23:51:25Z,2019-11-04T04:30:41Z,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75a8bb9005e375686bda15ed7a44e534,2019-11-04T00:39:23Z,2019-11-04T04:54:15Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51baaa85dae751b1d390543d82454268,2019-10-28T20:15:43Z,2019-11-04T06:08:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51baaa85dae751b1d390543d82454268,2019-10-28T20:15:43Z,2019-11-04T06:08:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b48ef3b6e069d472649d14cbd761143,2019-11-04T05:27:26Z,2019-11-04T06:30:53Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b48ef3b6e069d472649d14cbd761143,2019-11-04T05:27:26Z,2019-11-04T06:30:53Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555722a33f9cee00a89c691632fc1f16,2019-11-04T05:02:31Z,2019-11-04T07:14:05Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c693cc65ee5de1e8c60809460881737,2019-11-04T07:18:00Z,2019-11-04T07:29:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c693cc65ee5de1e8c60809460881737,2019-11-04T07:18:00Z,2019-11-04T07:29:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c9f9dc71a8004dff8460f8b9b08d1c1,2019-11-04T07:34:34Z,2019-11-04T07:37:27Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b4dbda65b2cba8c06cf658b168d33e4,2019-11-03T15:56:24Z,2019-11-04T07:40:48Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b4dbda65b2cba8c06cf658b168d33e4,2019-11-03T15:56:24Z,2019-11-04T07:40:48Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5f41116c339fea29a5f474c3f36a038,2019-11-03T01:03:06Z,2019-11-04T07:47:51Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56721986958d684fdb06ab3e5cd04056,2019-11-04T19:49:52Z,2019-11-04T20:39:05Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b803790f94556d1d10a0d97a020293,2019-11-06T04:29:02Z,2019-11-06T04:29:47Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430588eadfe13bb88c2ed01e26d7b24,2019-10-28T20:45:26Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d05fa7db24da5ebab4b8e2f40898d01a,2019-10-29T17:28:58Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e97b15db2df773ebb0de7f4a39df2435,2019-10-27T07:00:11Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d71dd08dbeb7ae11841dd91b503b0393,2019-10-27T16:52:38Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d71dd08dbeb7ae11841dd91b503b0393,2019-10-27T16:52:38Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
